Yil,Chorak,Davr,Viloyat,Brend,Model,Kuzov_Turi,Dvigatel_Turi,Ishlab_Chiqarish,Narx_Segmenti,Ortacha_Narx_USD,Sotilgan_Soni,Umumiy_Tushum_USD
2022,Q1,2022-Q1,Qashqadaryo,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),7928,37,293336
2022,Q1,2022-Q1,Qashqadaryo,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12857,69,887133
2022,Q1,2022-Q1,Qashqadaryo,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),19745,22,434390
2022,Q1,2022-Q1,Qashqadaryo,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),16092,26,418392
2022,Q1,2022-Q1,Qashqadaryo,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),34172,4,136688
2022,Q1,2022-Q1,Qashqadaryo,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),30121,8,240968
2022,Q1,2022-Q1,Qashqadaryo,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),23280,7,162960
2022,Q1,2022-Q1,Qashqadaryo,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34489,1,34489
2022,Q1,2022-Q1,Qashqadaryo,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),48085,1,48085
2022,Q1,2022-Q1,Qashqadaryo,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),25484,3,76452
2022,Q1,2022-Q1,Qashqadaryo,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19846,1,19846
2022,Q1,2022-Q1,Qashqadaryo,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),31893,1,31893
2022,Q1,2022-Q1,Qashqadaryo,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),22503,3,67509
2022,Q1,2022-Q1,Qashqadaryo,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18999,3,56997
2022,Q1,2022-Q1,Qashqadaryo,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),28338,1,28338
2022,Q1,2022-Q1,Qashqadaryo,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),17399,4,69596
2022,Q1,2022-Q1,Qashqadaryo,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32322,2,64644
2022,Q1,2022-Q1,Qashqadaryo,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34049,1,34049
2022,Q1,2022-Q1,Qashqadaryo,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),35089,2,70178
2022,Q1,2022-Q1,Qashqadaryo,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),25979,2,51958
2022,Q1,2022-Q1,Xorazm,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),11395,72,820440
2022,Q1,2022-Q1,Xorazm,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8556,105,898380
2022,Q1,2022-Q1,Xorazm,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),7815,73,570495
2022,Q1,2022-Q1,Xorazm,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),13079,53,693187
2022,Q1,2022-Q1,Xorazm,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),20029,18,360522
2022,Q1,2022-Q1,Xorazm,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),16519,21,346899
2022,Q1,2022-Q1,Xorazm,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),33900,4,135600
2022,Q1,2022-Q1,Xorazm,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),30117,3,90351
2022,Q1,2022-Q1,Xorazm,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),22742,4,90968
2022,Q1,2022-Q1,Xorazm,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34255,1,34255
2022,Q1,2022-Q1,Xorazm,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),48301,1,48301
2022,Q1,2022-Q1,Xorazm,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),25685,1,25685
2022,Q1,2022-Q1,Xorazm,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),20014,2,40028
2022,Q1,2022-Q1,Xorazm,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32136,1,32136
2022,Q1,2022-Q1,Xorazm,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),22389,1,22389
2022,Q1,2022-Q1,Xorazm,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18714,3,56142
2022,Q1,2022-Q1,Xorazm,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),28413,1,28413
2022,Q1,2022-Q1,Xorazm,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),17374,3,52122
2022,Q1,2022-Q1,Xorazm,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32576,2,65152
2022,Q1,2022-Q1,Xorazm,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34048,2,68096
2022,Q1,2022-Q1,Xorazm,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34991,1,34991
2022,Q1,2022-Q1,Xorazm,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),26026,2,52052
2022,Q1,2022-Q1,Surxondaryo,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),11395,64,729280
2022,Q1,2022-Q1,Surxondaryo,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8451,54,456354
2022,Q1,2022-Q1,Surxondaryo,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8067,29,233943
2022,Q1,2022-Q1,Surxondaryo,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),13168,56,737408
2022,Q1,2022-Q1,Surxondaryo,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),19922,19,378518
2022,Q1,2022-Q1,Surxondaryo,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),16036,21,336756
2022,Q1,2022-Q1,Surxondaryo,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),34196,1,34196
2022,Q1,2022-Q1,Surxondaryo,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),30548,5,152740
2022,Q1,2022-Q1,Surxondaryo,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),23434,4,93736
2022,Q1,2022-Q1,Surxondaryo,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34083,1,34083
2022,Q1,2022-Q1,Surxondaryo,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),48143,1,48143
2022,Q1,2022-Q1,Surxondaryo,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),25672,1,25672
2022,Q1,2022-Q1,Surxondaryo,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),20178,2,40356
2022,Q1,2022-Q1,Surxondaryo,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),31852,1,31852
2022,Q1,2022-Q1,Surxondaryo,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),22408,2,44816
2022,Q1,2022-Q1,Surxondaryo,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18780,2,37560
2022,Q1,2022-Q1,Surxondaryo,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),28522,1,28522
2022,Q1,2022-Q1,Surxondaryo,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),17421,4,69684
2022,Q1,2022-Q1,Surxondaryo,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32534,2,65068
2022,Q1,2022-Q1,Surxondaryo,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34130,1,34130
2022,Q1,2022-Q1,Surxondaryo,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),35052,1,35052
2022,Q1,2022-Q1,Surxondaryo,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),26029,2,52058
2022,Q1,2022-Q1,Navoiy,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),11469,49,561981
2022,Q1,2022-Q1,Navoiy,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8692,38,330296
2022,Q1,2022-Q1,Navoiy,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),7804,22,171688
2022,Q1,2022-Q1,Navoiy,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12828,41,525948
2022,Q1,2022-Q1,Navoiy,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),20149,11,221639
2022,Q1,2022-Q1,Navoiy,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),16485,13,214305
2022,Q1,2022-Q1,Navoiy,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),34091,2,68182
2022,Q1,2022-Q1,Navoiy,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),29919,4,119676
2022,Q1,2022-Q1,Navoiy,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),22881,2,45762
2022,Q1,2022-Q1,Navoiy,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),33866,2,67732
2022,Q1,2022-Q1,Navoiy,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),48038,1,48038
2022,Q1,2022-Q1,Navoiy,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),25425,1,25425
2022,Q1,2022-Q1,Navoiy,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),20019,1,20019
2022,Q1,2022-Q1,Navoiy,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),31925,1,31925
2022,Q1,2022-Q1,Navoiy,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),22300,1,22300
2022,Q1,2022-Q1,Navoiy,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18986,1,18986
2022,Q1,2022-Q1,Navoiy,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),28490,1,28490
2022,Q1,2022-Q1,Navoiy,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),17668,3,53004
2022,Q1,2022-Q1,Navoiy,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32416,1,32416
2022,Q1,2022-Q1,Navoiy,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33933,1,33933
2022,Q1,2022-Q1,Navoiy,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34879,1,34879
2022,Q1,2022-Q1,Navoiy,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),26173,1,26173
2022,Q1,2022-Q1,Jizzax,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),11346,34,385764
2022,Q1,2022-Q1,Jizzax,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8532,24,204768
2022,Q1,2022-Q1,Jizzax,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),7800,13,101400
2022,Q1,2022-Q1,Jizzax,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),13172,23,302956
2022,Q1,2022-Q1,Jizzax,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),20120,8,160960
2022,Q1,2022-Q1,Jizzax,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),15986,11,175846
2022,Q1,2022-Q1,Jizzax,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),34172,1,34172
2022,Q1,2022-Q1,Jizzax,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),29857,2,59714
2022,Q1,2022-Q1,Jizzax,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),23347,2,46694
2022,Q1,2022-Q1,Jizzax,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34397,1,34397
2022,Q1,2022-Q1,Jizzax,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),48040,1,48040
2022,Q1,2022-Q1,Jizzax,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),25527,1,25527
2022,Q1,2022-Q1,Jizzax,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),20011,1,20011
2022,Q1,2022-Q1,Jizzax,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32019,1,32019
2022,Q1,2022-Q1,Jizzax,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),22334,1,22334
2022,Q1,2022-Q1,Jizzax,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18852,1,18852
2022,Q1,2022-Q1,Jizzax,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),28496,1,28496
2022,Q1,2022-Q1,Jizzax,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),17602,2,35204
2022,Q1,2022-Q1,Jizzax,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32304,1,32304
2022,Q1,2022-Q1,Jizzax,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33918,1,33918
2022,Q1,2022-Q1,Jizzax,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34945,1,34945
2022,Q1,2022-Q1,Jizzax,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),26023,1,26023
2022,Q1,2022-Q1,Sirdaryo,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),11614,23,267122
2022,Q1,2022-Q1,Sirdaryo,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8582,22,188804
2022,Q1,2022-Q1,Sirdaryo,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),7904,10,79040
2022,Q1,2022-Q1,Sirdaryo,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12898,19,245062
2022,Q1,2022-Q1,Sirdaryo,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),20086,6,120516
2022,Q1,2022-Q1,Sirdaryo,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),15997,7,111979
2022,Q1,2022-Q1,Sirdaryo,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),33877,1,33877
2022,Q1,2022-Q1,Sirdaryo,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),30306,2,60612
2022,Q1,2022-Q1,Sirdaryo,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),23187,1,23187
2022,Q1,2022-Q1,Sirdaryo,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34499,1,34499
2022,Q1,2022-Q1,Sirdaryo,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),48437,1,48437
2022,Q1,2022-Q1,Sirdaryo,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),25417,1,25417
2022,Q1,2022-Q1,Sirdaryo,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19853,1,19853
2022,Q1,2022-Q1,Sirdaryo,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32035,1,32035
2022,Q1,2022-Q1,Sirdaryo,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),22612,1,22612
2022,Q1,2022-Q1,Sirdaryo,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18711,1,18711
2022,Q1,2022-Q1,Sirdaryo,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),28528,1,28528
2022,Q1,2022-Q1,Sirdaryo,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),17640,1,17640
2022,Q1,2022-Q1,Sirdaryo,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32402,1,32402
2022,Q1,2022-Q1,Sirdaryo,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33991,1,33991
2022,Q1,2022-Q1,Sirdaryo,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),35146,1,35146
2022,Q1,2022-Q1,Sirdaryo,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),26107,1,26107
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),11634,20,232680
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8329,23,191567
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),7932,11,87252
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),13084,20,261680
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),19718,5,98590
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),16520,7,115640
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),33925,1,33925
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),30596,3,91788
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),22810,1,22810
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34460,1,34460
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),48373,2,96746
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),25699,1,25699
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19983,1,19983
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32080,1,32080
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),22392,1,22392
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18759,1,18759
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),28576,1,28576
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),17304,1,17304
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32321,1,32321
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34125,1,34125
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),35145,1,35145
2022,Q1,2022-Q1,Qoraqalpog‘iston Res.,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),25845,1,25845
2022,Q2,2022-Q2,Toshkent shahri,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),11600,455,5278000
2022,Q2,2022-Q2,Toshkent shahri,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8372,61,510692
2022,Q2,2022-Q2,Toshkent shahri,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8013,40,320520
